content_id,type,topic,difficulty_score,word_count,title,description,front_desc,back_desc,options,correct_index,explanation,flip_threshold_sec,creator_id,published_at,expected_read_time_sec
2869,short_note,Agronomy,0.783,18,,**Key Insight:** Urban farming is essential for mastering Agronomy. Note that Crop rotation often interacts with Soil nutrients.,,,,,,,608,2026-07-06 19:58:10,6.83
2870,flashcard,Startups & Entrepreneurship,0.366,14,,,Define Fundraising.,Fundraising refers to the process of MVP building within Startups & Entrepreneurship.,,,,5.4,591,2026-06-17 02:49:11,4.52
2871,text_content,Cricket Analytics,0.34,44,Deep Dive: Understanding IPL analysis in Cricket Analytics,"In the field of Cricket Analytics, IPL analysis stands out as a pivotal concept. Researchers have long studied how IPL analysis influences Match strategy. Recent advancements suggest that integrating Fantasy cricket can lead to significant improvements.",,,,,,,880,2026-07-04 06:12:26,14.04
2872,text_content,Data Analysis,0.392,44,Deep Dive: Understanding Data cleaning in Data Analysis,"In the field of Data Analysis, Data cleaning stands out as a pivotal concept. Researchers have long studied how Data cleaning influences Power BI. Recent advancements suggest that integrating SQL queries can lead to significant improvements.",,,,,,,359,2026-07-11 06:35:38,14.35
2873,text_content,Cinema Studies,0.459,43,Deep Dive: Understanding Color grading in Cinema Studies,"In the field of Cinema Studies, Color grading stands out as a pivotal concept. Researchers have long studied how Color grading influences Cinematography. Recent advancements suggest that integrating Screenplay structure can lead to significant improvements.",,,,,,,1675,2026-07-05 06:10:26,14.42
2874,short_note,Startups & Entrepreneurship,0.284,18,,**Key Insight:** Pitch decks is essential for mastering Startups & Entrepreneurship. Note that Fundraising often interacts with Bootstrapping.,,,,,,,1564,2026-07-14 18:27:34,5.61
2875,flashcard,UI/UX Design,0.639,15,,,Define Design systems.,Design systems refers to the process of User research within UI/UX Design.,,,,7.99,1245,2026-07-15 03:39:11,5.4
2876,mcq,Psychology & Human Behavior,0.422,46,,How does Classical conditioning influence Cognitive bias?,,,"['It only applies when Habit formation is zero.', 'It is unrelated to Cognitive bias but affects Cognitive bias.', 'It is a deprecated concept in modern Psychology & Human Behavior.', 'It directly relates to Cognitive bias and determines Habit formation.']",3.0,Classical conditioning is fundamental because it governs Cognitive bias.,,1117,2026-07-04 16:17:19,15.19
2877,flashcard,Music Theory & Production,0.584,17,,,Define Beat making.,Beat making refers to the process of Harmonic progression within Music Theory & Production.,,,,7.88,888,2026-07-15 07:14:53,5.99
2878,flashcard,Stock Market Investing,0.429,18,,,Define Nepal Stock Exchange.,Nepal Stock Exchange refers to the process of Dividend stocks within Stock Market Investing.,,,,4.24,1958,2026-07-16 06:44:33,5.96
2879,flashcard,Current Affairs & Politics,0.518,17,,,Define Policy explainers.,Policy explainers refers to the process of Election coverage within Current Affairs & Politics.,,,,6.01,523,2026-07-11 12:40:22,5.84
2880,flashcard,Adventure Tourism,0.246,15,,,Define Mountaineering permits.,Mountaineering permits refers to the process of Annapurna Circuit within Adventure Tourism.,,,,6.09,535,2026-07-16 07:17:40,4.59
2881,short_note,Cinema Studies,0.45,18,,**Key Insight:** Color grading is essential for mastering Cinema Studies. Note that Cinematography often interacts with Screenplay structure.,,,,,,,1659,2026-07-13 09:03:46,6.01
2882,mcq,Interior Design,0.789,44,,How does Furniture layout influence Color palettes?,,,"['It is unrelated to Color palettes but affects Space planning.', 'It is a deprecated concept in modern Interior Design.', 'It only applies when Lighting design is zero.', 'It directly relates to Color palettes and determines Lighting design.']",3.0,Furniture layout is fundamental because it governs Color palettes.,,1533,2026-07-09 22:30:40,16.73
2883,mcq,Robotics,0.751,47,,Which of the following best describes Path planning in the context of Robotics?,,,"['It directly relates to Actuators and determines Drone building.', 'It is unrelated to Actuators but affects ROS basics.', 'It is a deprecated concept in modern Robotics.', 'It only applies when Drone building is zero.']",0.0,Path planning is fundamental because it governs Actuators.,,451,2026-07-12 05:59:20,17.63
2884,mcq,Cricket Analytics,0.797,44,,How does Match strategy influence Fantasy cricket?,,,"['It only applies when IPL analysis is zero.', 'It is a deprecated concept in modern Cricket Analytics.', 'It directly relates to Fantasy cricket and determines IPL analysis.', 'It is unrelated to Fantasy cricket but affects Batting technique.']",2.0,Match strategy is fundamental because it governs Fantasy cricket.,,1874,2026-07-13 05:49:31,16.78
2885,mcq,Football (Soccer),0.854,45,,What is the primary function of Fantasy leagues?,,,"['It directly relates to Tactics breakdown and determines Transfer news.', 'It is unrelated to Tactics breakdown but affects Tactics breakdown.', 'It only applies when Transfer news is zero.', 'It is a deprecated concept in modern Football (Soccer).']",0.0,Fantasy leagues is fundamental because it governs Tactics breakdown.,,1834,2026-07-04 14:20:54,17.51
2886,flashcard,Cybersecurity,0.918,12,,,Define VPNs.,VPNs refers to the process of Phishing scams within Cybersecurity.,,,,4.91,1990,2026-07-15 03:18:13,4.78
2887,flashcard,Cloud Computing,0.803,12,,,Define Kubernetes.,Kubernetes refers to the process of CI/CD within Cloud Computing.,,,,5.95,533,2026-07-12 11:08:18,4.59
2888,mcq,Cinema Studies,0.718,42,,"In Cinema Studies, which principle explains Color grading?",,,"['It only applies when Screenplay structure is zero.', 'It is unrelated to Cinematography but affects Cinematography.', 'It directly relates to Cinematography and determines Screenplay structure.', 'It is a deprecated concept in modern Cinema Studies.']",2.0,Color grading is fundamental because it governs Cinematography.,,775,2026-07-08 10:01:33,15.57
2889,text_content,Cell Biology,0.935,43,Deep Dive: Understanding Cell membrane in Cell Biology,"In the field of Cell Biology, Cell membrane stands out as a pivotal concept. Researchers have long studied how Cell membrane influences Organelles. Recent advancements suggest that integrating ATP synthesis can lead to significant improvements.",,,,,,,178,2026-07-14 03:41:17,17.21
2890,short_note,Cloud Computing,0.761,16,,**Key Insight:** Docker is essential for mastering Cloud Computing. Note that Kubernetes often interacts with CI/CD.,,,,,,,1005,2026-07-03 16:14:58,6.02
2891,flashcard,Football (Soccer),0.942,15,,,Define Fantasy leagues.,Fantasy leagues refers to the process of Transfer news within Football (Soccer).,,,,3.92,1608,2026-07-14 04:02:55,6.02
2892,short_note,Cloud Computing,0.832,18,,**Key Insight:** CI/CD is essential for mastering Cloud Computing. Note that Serverless functions often interacts with AWS basics.,,,,,,,610,2026-07-15 01:43:08,6.95
2893,text_content,Astronomy & Space,0.618,46,Deep Dive: Understanding Black holes in Astronomy & Space,"In the field of Astronomy & Space, Black holes stands out as a pivotal concept. Researchers have long studied how Black holes influences Stargazing tips. Recent advancements suggest that integrating Stellar evolution can lead to significant improvements.",,,,,,,589,2026-07-12 13:39:57,16.42
2894,short_note,Strategic Management,0.313,20,,**Key Insight:** Porter's five forces is essential for mastering Strategic Management. Note that Market penetration often interacts with SWOT analysis.,,,,,,,306,2026-07-10 19:52:06,6.31
2895,flashcard,Architecture,0.612,14,,,Define Site orientation.,Site orientation refers to the process of Floor planning within Architecture.,,,,6.26,1284,2026-07-07 08:18:59,4.99
2896,short_note,Java Programming,0.828,19,,**Key Insight:** Exception handling is essential for mastering Java Programming. Note that Spring Boot often interacts with Collections framework.,,,,,,,483,2026-07-14 16:52:12,7.33
2897,flashcard,Architectural History,0.932,14,,,Define Gothic vaulting.,Gothic vaulting refers to the process of Brutalism within Architectural History.,,,,4.23,72,2026-07-01 01:37:34,5.6
2898,short_note,Productivity,0.704,18,,**Key Insight:** Time blocking is essential for mastering Productivity. Note that Deep work often interacts with Study techniques.,,,,,,,1670,2026-07-13 17:53:05,6.64
2899,flashcard,Discrete Mathematics,0.551,15,,,Define Boolean algebra.,Boolean algebra refers to the process of Set theory within Discrete Mathematics.,,,,5.16,33,2026-07-05 11:36:05,5.22
2900,mcq,Electronics & Circuits,0.872,45,,"In Electronics & Circuits, which principle explains Sensors?",,,"['It is a deprecated concept in modern Electronics & Circuits.', 'It only applies when Arduino projects is zero.', ""It is unrelated to Ohm's law but affects Breadboarding."", ""It directly relates to Ohm's law and determines Arduino projects.""]",3.0,Sensors is fundamental because it governs Ohm's law.,,1830,2026-07-12 07:50:07,17.62
2901,mcq,Real Estate & Property,0.796,47,,How does Renting vs buying influence Property investment?,,,"['It only applies when Home loans is zero.', 'It is a deprecated concept in modern Real Estate & Property.', 'It directly relates to Property investment and determines Home loans.', 'It is unrelated to Property investment but affects Property investment.']",2.0,Renting vs buying is fundamental because it governs Property investment.,,611,2026-07-16 01:43:13,17.92
2902,flashcard,CEE Exam,0.667,15,,,Define Biology MCQs.,Biology MCQs refers to the process of Merit list within CEE Exam.,,,,3.3,1768,2026-07-08 10:40:47,5.45
2903,mcq,Parenting,0.908,44,,How does Screen time limits influence Toddler tantrums?,,,"['It is unrelated to Toddler tantrums but affects Toddler tantrums.', 'It is a deprecated concept in modern Parenting.', 'It directly relates to Toddler tantrums and determines Sleep training.', 'It only applies when Sleep training is zero.']",2.0,Screen time limits is fundamental because it governs Toddler tantrums.,,16,2026-07-14 15:30:34,17.45
2904,flashcard,PTE Preparation,0.334,18,,,Define Mock PTE tests.,Mock PTE tests refers to the process of PTE speaking tasks within PTE Preparation.,,,,6.6,1609,2026-07-15 06:28:07,5.73
2905,flashcard,Strategic Management,0.831,17,,,Define Porter's five forces.,Porter's five forces refers to the process of SWOT analysis within Strategic Management.,,,,7.04,412,2026-07-10 19:15:34,6.56
2906,short_note,Classical Physics,0.313,18,,**Key Insight:** Wave-particle duality is essential for mastering Classical Physics. Note that Optics often interacts with Nuclear physics.,,,,,,,1768,2026-07-13 01:34:15,5.68
2907,mcq,Productivity,0.309,43,,"In Productivity, which principle explains Time blocking?",,,"['It is a deprecated concept in modern Productivity.', 'It is unrelated to Deep work but affects Study techniques.', 'It only applies when Habit tracking is zero.', 'It directly relates to Deep work and determines Habit tracking.']",3.0,Time blocking is fundamental because it governs Deep work.,,1813,2026-07-15 21:59:09,13.54
2908,flashcard,Web Development,0.75,13,,,Define React.,React refers to the process of CSS layouts within Web Development.,,,,6.37,979,2026-07-13 15:45:22,4.88
2909,flashcard,Current Affairs & Politics,0.406,17,,,Define Election coverage.,Election coverage refers to the process of Policy explainers within Current Affairs & Politics.,,,,3.49,335,2026-07-15 02:12:43,5.58
2910,text_content,Software Engineering,0.433,41,Deep Dive: Understanding SDLC in Software Engineering,"In the field of Software Engineering, SDLC stands out as a pivotal concept. Researchers have long studied how SDLC influences Design patterns. Recent advancements suggest that integrating Version control can lead to significant improvements.",,,,,,,1138,2026-07-06 14:23:09,13.6
2911,text_content,Environmental Science,0.803,44,Deep Dive: Understanding Carbon cycle in Environmental Science,"In the field of Environmental Science, Carbon cycle stands out as a pivotal concept. Researchers have long studied how Carbon cycle influences Trophic levels. Recent advancements suggest that integrating Biodiversity tracking can lead to significant improvements.",,,,,,,1360,2026-06-26 10:14:27,16.82
2912,flashcard,Structural Engineering,0.247,15,,,Define Bending moment.,Bending moment refers to the process of Shear force within Structural Engineering.,,,,6.4,1107,2026-07-14 08:32:17,4.6
2913,short_note,C Programming,0.756,20,,**Key Insight:** Memory management is essential for mastering C Programming. Note that Bitwise operations often interacts with Recursion in C.,,,,,,,1390,2026-07-05 01:44:33,7.52
